cghr10_title,icd10_range,icd10_code,cghr10_age
Road and transport injuries,V01-V99,V61,adult
Road and transport injuries,V01-V99,V62,adult
Road and transport injuries,V01-V99,V63,adult
Road and transport injuries,V01-V99,V64,adult
Road and transport injuries,V01-V99,V65,adult
Road and transport injuries,V01-V99,V66,adult
Road and transport injuries,V01-V99,V67,adult
Road and transport injuries,V01-V99,V68,adult
Road and transport injuries,V01-V99,V69,adult
Road and transport injuries,V01-V99,V70,adult
Road and transport injuries,V01-V99,V71,adult
Road and transport injuries,V01-V99,V72,adult
Road and transport injuries,V01-V99,V73,adult
Road and transport injuries,V01-V99,V74,adult
Road and transport injuries,V01-V99,V75,adult
Road and transport injuries,V01-V99,V76,adult
Road and transport injuries,V01-V99,V77,adult
Road and transport injuries,V01-V99,V78,adult
Road and transport injuries,V01-V99,V79,adult
Road and transport injuries,V01-V99,V80,adult
Road and transport injuries,V01-V99,V81,adult
Road and transport injuries,V01-V99,V82,adult
Road and transport injuries,V01-V99,V83,adult
Road and transport injuries,V01-V99,V84,adult
Road and transport injuries,V01-V99,V85,adult
Road and transport injuries,V01-V99,V86,adult
Road and transport injuries,V01-V99,V87,adult
Road and transport injuries,V01-V99,V88,adult
Road and transport injuries,V01-V99,V89,adult
Road and transport injuries,V01-V99,V90,adult
Road and transport injuries,V01-V99,V91,adult
Road and transport injuries,V01-V99,V92,adult
Road and transport injuries,V01-V99,V93,adult
Road and transport injuries,V01-V99,V94,adult
Road and transport injuries,V01-V99,V95,adult
Road and transport injuries,V01-V99,V96,adult
Road and transport injuries,V01-V99,V97,adult
Road and transport injuries,V01-V99,V98,adult
Road and transport injuries,V01-V99,V99,adult
Other injuries,W00-W99,W00,adult
Other injuries,W00-W99,W01,adult
Other injuries,W00-W99,W02,adult
Other injuries,W00-W99,W03,adult
Other injuries,W00-W99,W04,adult
Other injuries,W00-W99,W05,adult
Other injuries,W00-W99,W06,adult
Other injuries,W00-W99,W07,adult
Other injuries,W00-W99,W08,adult
Other injuries,W00-W99,W09,adult
Other injuries,W00-W99,W10,adult
Other injuries,W00-W99,W11,adult
Other injuries,W00-W99,W12,adult
Other injuries,W00-W99,W13,adult
Other injuries,W00-W99,W14,adult
Other injuries,W00-W99,W15,adult
Other injuries,W00-W99,W16,adult
Other injuries,W00-W99,W17,adult
Other injuries,W00-W99,W18,adult
Other injuries,W00-W99,W19,adult
Other injuries,W00-W99,W20,adult
Other injuries,W00-W99,W21,adult
Other injuries,W00-W99,W22,adult
Other injuries,W00-W99,W23,adult
Other injuries,W00-W99,W24,adult
Other injuries,W00-W99,W25,adult
Other injuries,W00-W99,W26,adult
Other injuries,W00-W99,W27,adult
Other injuries,W00-W99,W28,adult
Other injuries,W00-W99,W29,adult
Other injuries,W00-W99,W30,adult
Other injuries,W00-W99,W31,adult
Other injuries,W00-W99,W32,adult
Other injuries,W00-W99,W33,adult
Other injuries,W00-W99,W34,adult
Other injuries,W00-W99,W35,adult
Other injuries,W00-W99,W36,adult
Other injuries,W00-W99,W37,adult
Other injuries,W00-W99,W38,adult
Other injuries,W00-W99,W39,adult
Other injuries,W00-W99,W40,adult
Other injuries,W00-W99,W41,adult
Other injuries,W00-W99,W42,adult
Other injuries,W00-W99,W43,adult
Other injuries,W00-W99,W44,adult
Other injuries,W00-W99,W45,adult
Other injuries,W00-W99,W46,adult
Other injuries,W00-W99,W47,adult
Other injuries,W00-W99,W48,adult
Other injuries,W00-W99,W49,adult
Other injuries,W00-W99,W50,adult
Other injuries,W00-W99,W51,adult
Other injuries,W00-W99,W52,adult
Other injuries,W00-W99,W53,adult
Other injuries,W00-W99,W54,adult
Other injuries,W00-W99,W55,adult
Other injuries,W00-W99,W56,adult
Other injuries,W00-W99,W57,adult
Other injuries,W00-W99,W58,adult
Other injuries,W00-W99,W59,adult
Other injuries,W00-W99,W60,adult
Other injuries,W00-W99,W61,adult
Other injuries,W00-W99,W62,adult
Other injuries,W00-W99,W63,adult
Other injuries,W00-W99,W64,adult
Other injuries,W00-W99,W65,adult
Other injuries,W00-W99,W66,adult
Other injuries,W00-W99,W67,adult
Other injuries,W00-W99,W68,adult
Other injuries,W00-W99,W69,adult
Other injuries,W00-W99,W70,adult
Other injuries,W00-W99,W71,adult
Other injuries,W00-W99,W72,adult
Other injuries,W00-W99,W73,adult
Other injuries,W00-W99,W74,adult
Other injuries,W00-W99,W75,adult
Other injuries,W00-W99,W76,adult
Other injuries,W00-W99,W77,adult
Other injuries,W00-W99,W78,adult
Other injuries,W00-W99,W79,adult
Other injuries,W00-W99,W80,adult
Other injuries,W00-W99,W81,adult
Other injuries,W00-W99,W82,adult
Other injuries,W00-W99,W83,adult
Other injuries,W00-W99,W84,adult
Other injuries,W00-W99,W85,adult
Other injuries,W00-W99,W86,adult
Other injuries,W00-W99,W87,adult
Other injuries,W00-W99,W88,adult
Other injuries,W00-W99,W89,adult
Other injuries,W00-W99,W90,adult
Other injuries,W00-W99,W91,adult
Other injuries,W00-W99,W92,adult
Other injuries,W00-W99,W93,adult
Other injuries,W00-W99,W94,adult
Other injuries,W00-W99,W95,adult
Other injuries,W00-W99,W96,adult
Other injuries,W00-W99,W97,adult
Other injuries,W00-W99,W98,adult
Other injuries,W00-W99,W99,adult
Other injuries,X00-X44,X00,adult
Other injuries,X00-X44,X01,adult
Other injuries,X00-X44,X02,adult
Other injuries,X00-X44,X03,adult
Other injuries,X00-X44,X04,adult
Other injuries,X00-X44,X05,adult
Other injuries,X00-X44,X06,adult
Other injuries,X00-X44,X07,adult
Other injuries,X00-X44,X08,adult
Other injuries,X00-X44,X09,adult
Other injuries,X00-X44,X10,adult
Other injuries,X00-X44,X11,adult
Other injuries,X00-X44,X12,adult
Other injuries,X00-X44,X13,adult
Other injuries,X00-X44,X14,adult
Other injuries,X00-X44,X15,adult
Other injuries,X00-X44,X16,adult
Other injuries,X00-X44,X17,adult
Other injuries,X00-X44,X18,adult
Other injuries,X00-X44,X19,adult
Other injuries,X00-X44,X20,adult
Other injuries,X00-X44,X21,adult
Other injuries,X00-X44,X22,adult
Other injuries,X00-X44,X23,adult
Other injuries,X00-X44,X24,adult
Other injuries,X00-X44,X25,adult
Other injuries,X00-X44,X26,adult
Other injuries,X00-X44,X27,adult
Other injuries,X00-X44,X28,adult
Other injuries,X00-X44,X29,adult
Other injuries,X00-X44,X30,adult
Other injuries,X00-X44,X31,adult
Other injuries,X00-X44,X32,adult
Other injuries,X00-X44,X33,adult
Other injuries,X00-X44,X34,adult
Other injuries,X00-X44,X35,adult
Other injuries,X00-X44,X36,adult
Other injuries,X00-X44,X37,adult
Other injuries,X00-X44,X38,adult
Other injuries,X00-X44,X39,adult
Other injuries,X00-X44,X40,adult
Other injuries,X00-X44,X41,adult
Other injuries,X00-X44,X42,adult
Other injuries,X00-X44,X43,adult
Other injuries,X00-X44,X44,adult
Liver and alcohol related diseases,X45,X45,adult
Other injuries,X46-X52,X46,adult
Other injuries,X46-X52,X47,adult
Other injuries,X46-X52,X48,adult
Other injuries,X46-X52,X49,adult
Other injuries,X46-X52,X50,adult
Other injuries,X46-X52,X51,adult
Other injuries,X46-X52,X52,adult
Nutritional deficiencies,X53-X54,X53,adult
Nutritional deficiencies,X53-X54,X54,adult
Other injuries,X55-X59,X55,adult
Other injuries,X55-X59,X56,adult
Other injuries,X55-X59,X57,adult
Other injuries,X55-X59,X58,adult
Other injuries,X55-X59,X59,adult
Suicide,X60-X84,X60,adult
Suicide,X60-X84,X61,adult
Suicide,X60-X84,X62,adult
Suicide,X60-X84,X63,adult
Suicide,X60-X84,X64,adult
Suicide,X60-X84,X65,adult
Suicide,X60-X84,X66,adult
Suicide,X60-X84,X67,adult
Suicide,X60-X84,X68,adult
Suicide,X60-X84,X69,adult
Suicide,X60-X84,X70,adult
Suicide,X60-X84,X71,adult
Suicide,X60-X84,X72,adult
Suicide,X60-X84,X73,adult
Suicide,X60-X84,X74,adult
Suicide,X60-X84,X75,adult
Suicide,X60-X84,X76,adult
Suicide,X60-X84,X77,adult
Suicide,X60-X84,X78,adult
Suicide,X60-X84,X79,adult
Suicide,X60-X84,X80,adult
Suicide,X60-X84,X81,adult
Suicide,X60-X84,X82,adult
Suicide,X60-X84,X83,adult
Suicide,X60-X84,X84,adult
Other injuries,X85-X99,X85,adult
Other injuries,X85-X99,X86,adult
Other injuries,X85-X99,X87,adult
Other injuries,X85-X99,X88,adult
Other injuries,X85-X99,X89,adult
Other injuries,X85-X99,X90,adult
Other injuries,X85-X99,X91,adult
Other injuries,X85-X99,X92,adult
Other injuries,X85-X99,X93,adult
Other injuries,X85-X99,X94,adult
Other injuries,X85-X99,X95,adult
Other injuries,X85-X99,X96,adult
Other injuries,X85-X99,X97,adult
Other injuries,X85-X99,X98,adult
Other injuries,X85-X99,X99,adult
Other injuries,Y00-Y14,Y00,adult
Other injuries,Y00-Y14,Y01,adult
Other injuries,Y00-Y14,Y02,adult
Other injuries,Y00-Y14,Y03,adult
Other injuries,Y00-Y14,Y04,adult
Other injuries,Y00-Y14,Y05,adult
Other injuries,Y00-Y14,Y06,adult
Other injuries,Y00-Y14,Y07,adult
Other injuries,Y00-Y14,Y08,adult
Other injuries,Y00-Y14,Y09,adult
Other injuries,Y00-Y14,Y10,adult
Other injuries,Y00-Y14,Y11,adult
Other injuries,Y00-Y14,Y12,adult
Other injuries,Y00-Y14,Y13,adult
Other injuries,Y00-Y14,Y14,adult
Liver and alcohol related diseases,Y15,Y15,adult
Other injuries,Y16-Y84,Y16,adult
Other injuries,Y16-Y84,Y17,adult
Other injuries,Y16-Y84,Y18,adult
Other injuries,Y16-Y84,Y19,adult
Other injuries,Y16-Y84,Y20,adult
Other injuries,Y16-Y84,Y21,adult
Other injuries,Y16-Y84,Y22,adult
Other injuries,Y16-Y84,Y23,adult
Other injuries,Y16-Y84,Y24,adult
Other injuries,Y16-Y84,Y25,adult
Other injuries,Y16-Y84,Y26,adult
Other injuries,Y16-Y84,Y27,adult
Other injuries,Y16-Y84,Y28,adult
Other injuries,Y16-Y84,Y29,adult
Other injuries,Y16-Y84,Y30,adult
Other injuries,Y16-Y84,Y31,adult
Other injuries,Y16-Y84,Y32,adult
Other injuries,Y16-Y84,Y33,adult
Other injuries,Y16-Y84,Y34,adult
Other injuries,Y16-Y84,Y35,adult
Other injuries,Y16-Y84,Y36,adult
Other injuries,Y16-Y84,Y37,adult
Other injuries,Y16-Y84,Y38,adult
Other injuries,Y16-Y84,Y39,adult
Other injuries,Y16-Y84,Y40,adult
Other injuries,Y16-Y84,Y41,adult
Other injuries,Y16-Y84,Y42,adult
Other injuries,Y16-Y84,Y43,adult
Other injuries,Y16-Y84,Y44,adult
Other injuries,Y16-Y84,Y45,adult
Other injuries,Y16-Y84,Y46,adult
Other injuries,Y16-Y84,Y47,adult
Other injuries,Y16-Y84,Y48,adult
Other injuries,Y16-Y84,Y49,adult
Other injuries,Y16-Y84,Y50,adult
Other injuries,Y16-Y84,Y51,adult
Other injuries,Y16-Y84,Y52,adult
Other injuries,Y16-Y84,Y53,adult
Other injuries,Y16-Y84,Y54,adult
Other injuries,Y16-Y84,Y55,adult
Other injuries,Y16-Y84,Y56,adult
Other injuries,Y16-Y84,Y57,adult
Other injuries,Y16-Y84,Y58,adult
Other injuries,Y16-Y84,Y59,adult
Other injuries,Y16-Y84,Y60,adult
Other injuries,Y16-Y84,Y61,adult
Other injuries,Y16-Y84,Y62,adult
Other injuries,Y16-Y84,Y63,adult
Other injuries,Y16-Y84,Y64,adult
Other injuries,Y16-Y84,Y65,adult
Other injuries,Y16-Y84,Y66,adult
Other injuries,Y16-Y84,Y67,adult
Other injuries,Y16-Y84,Y68,adult
Other injuries,Y16-Y84,Y69,adult
Other injuries,Y16-Y84,Y70,adult
Other injuries,Y16-Y84,Y71,adult
Other injuries,Y16-Y84,Y72,adult
Other injuries,Y16-Y84,Y73,adult
Other injuries,Y16-Y84,Y74,adult
Other injuries,Y16-Y84,Y75,adult
Other injuries,Y16-Y84,Y76,adult
Other injuries,Y16-Y84,Y77,adult
Other injuries,Y16-Y84,Y78,adult
Other injuries,Y16-Y84,Y79,adult
Other injuries,Y16-Y84,Y80,adult
Other injuries,Y16-Y84,Y81,adult
Other injuries,Y16-Y84,Y82,adult
Other injuries,Y16-Y84,Y83,adult
Other injuries,Y16-Y84,Y84,adult
Road and transport injuries,Y85,Y85,adult
Other injuries,Y86-Y89,Y86,adult
Other injuries,Y86-Y89,Y87,adult
Other injuries,Y86-Y89,Y88,adult
Other injuries,Y86-Y89,Y89,adult
Liver and alcohol related diseases,Y90-Y91,Y90,adult
Liver and alcohol related diseases,Y90-Y91,Y91,adult
Other injuries,Y92-Y98,Y92,adult
Other injuries,Y92-Y98,Y93,adult
Other injuries,Y92-Y98,Y94,adult
Other injuries,Y92-Y98,Y95,adult
Other injuries,Y92-Y98,Y96,adult
Other injuries,Y92-Y98,Y97,adult
Other injuries,Y92-Y98,Y98,adult
Unspecified infections,ZZ21,ZZ21,adult
Other cardiovascular diseases,ZZ23,ZZ23,adult
Other noncommunicable diseases,ZZ25,ZZ25,adult
Other injuries,ZZ27,ZZ27,adult
Diarrhoeal diseases,A00-A09,A00,child
Diarrhoeal diseases,A00-A09,A01,child
Diarrhoeal diseases,A00-A09,A02,child
Diarrhoeal diseases,A00-A09,A03,child
Diarrhoeal diseases,A00-A09,A04,child
Diarrhoeal diseases,A00-A09,A05,child
Diarrhoeal diseases,A00-A09,A06,child
Diarrhoeal diseases,A00-A09,A07,child
Diarrhoeal diseases,A00-A09,A08,child
Diarrhoeal diseases,A00-A09,A09,child
Other infections,A15-A28,A15,child
Other infections,A15-A28,A16,child
Other infections,A15-A28,A17,child
Other infections,A15-A28,A18,child
Other infections,A15-A28,A19,child
Other infections,A15-A28,A20,child
Other infections,A15-A28,A21,child
Other infections,A15-A28,A22,child
Other infections,A15-A28,A23,child
Other infections,A15-A28,A24,child
Other infections,A15-A28,A25,child
Other infections,A15-A28,A26,child
Other infections,A15-A28,A27,child
Other infections,A15-A28,A28,child
Other infections,A30-A36,A30,child
Other infections,A30-A36,A31,child
Other infections,A30-A36,A32,child
Other infections,A30-A36,A33,child
Other infections,A30-A36,A34,child
Other infections,A30-A36,A35,child
Other infections,A30-A36,A36,child
Pneumonia,A37,A37,child
Other infections,A38-A44,A38,child
Other infections,A38-A44,A39,child
Other infections,A38-A44,A40,child
Other infections,A38-A44,A41,child
Other infections,A38-A44,A42,child
Other infections,A38-A44,A43,child
Other infections,A38-A44,A44,child
Other infections,A46,A46,child
Other infections,A48-A71,A48,child
Other infections,A48-A71,A49,child
Other infections,A48-A71,A50,child
Other infections,A48-A71,A51,child
Other infections,A48-A71,A52,child
Other infections,A48-A71,A53,child
Other infections,A48-A71,A54,child
Other infections,A48-A71,A55,child
Other infections,A48-A71,A56,child
Other infections,A48-A71,A57,child
Other infections,A48-A71,A58,child
Other infections,A48-A71,A59,child
Other infections,A48-A71,A60,child
Other infections,A48-A71,A61,child
Other infections,A48-A71,A62,child
Other infections,A48-A71,A63,child
Other infections,A48-A71,A64,child
Other infections,A48-A71,A65,child
Other infections,A48-A71,A66,child
Other infections,A48-A71,A67,child
Other infections,A48-A71,A68,child
Other infections,A48-A71,A69,child
Other infections,A48-A71,A70,child
Other infections,A48-A71,A71,child
Other infections,A74-A75,A74,child
Other infections,A74-A75,A75,child
Other infections,A77-A99,A77,child
Other infections,A77-A99,A78,child
Other infections,A77-A99,A79,child
Other infections,A77-A99,A80,child
Other infections,A77-A99,A81,child
Other infections,A77-A99,A82,child
Other infections,A77-A99,A83,child
Other infections,A77-A99,A84,child
Other infections,A77-A99,A85,child
Other infections,A77-A99,A86,child
Other infections,A77-A99,A87,child
Other infections,A77-A99,A88,child
Other infections,A77-A99,A89,child
Other infections,A77-A99,A90,child
Other infections,A77-A99,A91,child
Other infections,A77-A99,A92,child
Other infections,A77-A99,A93,child
Other infections,A77-A99,A94,child
Other infections,A77-A99,A95,child
Other infections,A77-A99,A96,child
Other infections,A77-A99,A97,child
Other infections,A77-A99,A98,child
Other infections,A77-A99,A99,child
Other infections,B00-B09,B00,child
Other infections,B00-B09,B01,child
Other infections,B00-B09,B02,child
Other infections,B00-B09,B03,child
Other infections,B00-B09,B04,child
Other infections,B00-B09,B05,child
Other infections,B00-B09,B06,child
Other infections,B00-B09,B07,child
Other infections,B00-B09,B08,child
Other infections,B00-B09,B09,child
Other infections,B15-B27,B15,child
Other infections,B15-B27,B16,child
Other infections,B15-B27,B17,child
Other infections,B15-B27,B18,child
Other infections,B15-B27,B19,child
Other infections,B15-B27,B20,child
Other infections,B15-B27,B21,child
Other infections,B15-B27,B22,child
Other infections,B15-B27,B23,child
Other infections,B15-B27,B24,child
Other infections,B15-B27,B25,child
Other infections,B15-B27,B26,child
Other infections,B15-B27,B27,child
Other infections,B30,B30,child
Other infections,B33-B49,B33,child
Other infections,B33-B49,B34,child
Other infections,B33-B49,B35,child
Other infections,B33-B49,B36,child
Other infections,B33-B49,B37,child
Other infections,B33-B49,B38,child
Other infections,B33-B49,B39,child
Other infections,B33-B49,B40,child
Other infections,B33-B49,B41,child
Other infections,B33-B49,B42,child
Other infections,B33-B49,B43,child
Other infections,B33-B49,B44,child
Other infections,B33-B49,B45,child
Other infections,B33-B49,B46,child
Other infections,B33-B49,B47,child
Other infections,B33-B49,B48,child
Other infections,B33-B49,B49,child
Malaria,B50-B54,B50,child
Malaria,B50-B54,B51,child
Malaria,B50-B54,B52,child
Malaria,B50-B54,B53,child
Malaria,B50-B54,B54,child
Other infections,B55-B60,B55,child
Other infections,B55-B60,B56,child
Other infections,B55-B60,B57,child
Other infections,B55-B60,B58,child
Other infections,B55-B60,B59,child
Other infections,B55-B60,B60,child
Other infections,B64-B83,B64,child
Other infections,B64-B83,B65,child
Other infections,B64-B83,B66,child
Other infections,B64-B83,B67,child
Other infections,B64-B83,B68,child
Other infections,B64-B83,B69,child
Other infections,B64-B83,B70,child
Other infections,B64-B83,B71,child
Other infections,B64-B83,B72,child
Other infections,B64-B83,B73,child
Other infections,B64-B83,B74,child
Other infections,B64-B83,B75,child
Other infections,B64-B83,B76,child
Other infections,B64-B83,B77,child
Other infections,B64-B83,B78,child
Other infections,B64-B83,B79,child
Other infections,B64-B83,B80,child
Other infections,B64-B83,B81,child
Other infections,B64-B83,B82,child
Other infections,B64-B83,B83,child
Other infections,B85-B92,B85,child
Other infections,B85-B92,B86,child
Other infections,B85-B92,B87,child
Other infections,B85-B92,B88,child
Other infections,B85-B92,B89,child
Other infections,B85-B92,B90,child
Other infections,B85-B92,B91,child
Other infections,B85-B92,B92,child
Other infections,B94-B97,B94,child
Other infections,B94-B97,B95,child
Other infections,B94-B97,B96,child
Other infections,B94-B97,B97,child
Other infections,B99,B99,child
"Epilepsy, leukaemia, and other noncommunicable diseases",C00-C97,C00,child
"Epilepsy, leukaemia, and other noncommunicable diseases",C00-C97,C01,child
"Epilepsy, leukaemia, and other noncommunicable diseases",C00-C97,C02,child
"Epilepsy, leukaemia, and other noncommunicable diseases",C00-C97,C03,child
"Epilepsy, leukaemia, and other noncommunicable diseases",C00-C97,C04,child
"Epilepsy, leukaemia, and other noncommunicable diseases",C00-C97,C05,child
