icd10_code,cghr_code,cghr_label,wva2016_code,wva2016_title,icd10_range
H58,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H59,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H60,4,Other Infections,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H61,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H62,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H65,1,Pneumonia,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H66,1,Pneumonia,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H67,1,Pneumonia,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H68,1,Pneumonia,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H69,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H70,1,Pneumonia,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H71,1,Pneumonia,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H72,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H73,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H74,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H75,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H76,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H77,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H78,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H79,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H80,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H81,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H82,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H83,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H84,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H85,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H86,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H87,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H88,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H89,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H90,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H91,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H92,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H93,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H94,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
H95,6,NCD,98,Other and unspecified non- communicable disease,"D65-89,E00-07,E15-35,E50-90,F00-99,G06-37,G50-99,H00-95,J30-39,J47-84,J86-99,K00-31,K35-38,K40-69,K77-93,L00-99,M00-99,N00-16,N20-99"
I00,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I01,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I02,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I03,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I04,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I05,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I06,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I07,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I08,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I09,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I10,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I15,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I16,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I17,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I18,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I19,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I20,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I20,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I21,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I21,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I22,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I22,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I23,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I23,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I24,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I24,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I25,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I25,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I26,6,NCD,4.01,Acute cardiac disease6,"I20-26,I110,I461,I469,I501"
I26,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I27,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I27,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I28,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I28,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I30,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I30,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I31,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I31,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I32,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I32,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I33,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I33,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I34,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I34,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I35,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I35,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I36,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I36,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I37,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I37,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I38,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I38,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I39,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I39,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I40,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I40,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I41,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I41,4,Other Infections,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I42,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I42,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I43,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I43,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I44,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I44,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I45,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I45,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I46,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I46,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I47,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I47,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I47,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I48,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I48,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I48,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I49,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I49,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I49,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I50,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I50,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I50,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I51,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I51,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I51,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I52,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I52,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I52,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I52,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I53,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I53,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I53,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I53,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I54,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I54,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I54,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I54,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I55,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I55,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I55,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I55,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I56,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I56,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I56,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I56,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I57,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I57,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I57,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I57,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I58,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I58,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I58,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I58,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I59,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I59,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I59,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I59,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I60,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I60,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I60,6,NCD,4.02,Stroke,I60-69
I60,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I60,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I61,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I61,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I61,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I61,6,NCD,4.02,Stroke,I60-69
I61,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I62,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I62,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I62,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I62,6,NCD,4.02,Stroke,I60-69
I62,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I63,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I63,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I63,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I63,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I63,6,NCD,4.02,Stroke,I60-69
I64,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I64,6,NCD,4.02,Stroke,I60-69
I64,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I64,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I64,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I65,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I65,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I65,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I65,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I65,6,NCD,4.02,Stroke,I60-69
I66,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I66,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I66,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I66,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I66,6,NCD,4.02,Stroke,I60-69
I67,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I67,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I67,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I67,6,NCD,4.02,Stroke,I60-69
I67,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I68,6,NCD,4.02,Stroke,I60-69
I68,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I68,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I68,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I68,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I69,6,NCD,4.02,Stroke,I60-69
I69,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I69,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I69,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I69,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I70,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I70,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I70,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I70,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I70,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I71,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I71,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I71,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I71,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I71,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I72,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I72,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I72,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I72,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I72,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I73,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I73,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I73,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I73,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I73,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I74,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I74,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I74,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I74,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I74,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I75,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I75,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I75,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I75,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I75,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I76,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I76,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I76,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I76,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I76,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I77,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I77,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I77,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I77,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I77,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I78,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I78,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I78,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I78,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I78,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I79,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I79,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I79,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I79,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I79,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I80,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I80,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I80,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I80,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I80,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I81,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I81,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
I81,6,NCD,4.99,Other and unspecified cardiac disease,"I00-10,I15-509"
