icdequivalence,icdequivalence_desc,icd10_code
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I71
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I72
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I73
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I74
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I77
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I78
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I79
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I80
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I81
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I82
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I83
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I84
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I85
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I86
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I87
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I88
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I89
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I95
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I96
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I97
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I98
"I26,I27,I28,I31,I34,I35,I36,I37,I42,I43,I45,I47,I48,I49,I51,I52,I70,I71,I72,I73,I74,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I95,I96,I97,I98,I99",Other cardiovascular diseases,I99
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I60
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I61
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I62
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I63
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I64
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I65
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I66
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I67
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I68
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,I69
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,G45
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,G46
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,G81
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,G82
"I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,G45,G46,G81,G82,G83",Cerebrovascular diseases,G83
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J00
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J01
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J02
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J03
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J04
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J05
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J06
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J32
"J00,J01,J02,J03,J04,J05,J06,J32,J36",Acute respiratory infections - Upper (2),J36
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J09
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J10
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J11
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J12
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J13
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J14
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J15
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J16
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J17
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J18
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J20
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J21
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J22
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J85
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,J86
"J09,J10,J11,J12,J13,J14,J15,J16,J17,J18,J20,J21,J22,J85,J86,U04",Acute respiratory infections - Lower,U04
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J30
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J31
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J33
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J34
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J35
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J37
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J38
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J39
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J80
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J81
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J82
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J84
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J90
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J91
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J92
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J94
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J95
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J96
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J98
"J30,J31,J33,J34,J35,J37,J38,J39,J80,J81,J82,J84,J90,J91,J92,J94,J95,J96,J98,J99",Other chronic respiratory diseases',J99
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J40
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J41
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J42
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J43
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J44
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J45
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J46
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J47
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J63
"J40,J41,J42,J43,J44,J45,J46,J47,J63,J93",Asthma and Chronic obstructive pulmonary disease,J93
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J60
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J61
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J62
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J64
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J66
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J67
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J68
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J69
"J60,J61,J62,J64,J66,J67,J68,J69,J70",Lung dieseases due to external agents,J70
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K00
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K01
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K03
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K06
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K07
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K08
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K09
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K10
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K11
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K12
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K13
"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",Oral conditions,K14
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K20
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K21
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K22
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K23
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K25
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K26
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K27
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K28
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K29
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K30
"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",Gastro-esophageal,K31
"K35,K36,K37,K38",Other digestive diseases - Appnedix,K35
"K35,K36,K37,K38",Other digestive diseases - Appnedix,K36
"K35,K36,K37,K38",Other digestive diseases - Appnedix,K37
"K35,K36,K37,K38",Other digestive diseases - Appnedix,K38
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K40
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K41
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K42
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K43
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K44
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K45
"K40,K41,K42,K43,K44,K45,K46",Other digestive diseases - Hernia,K46
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K50
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K51
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K52
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K55
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K56
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K57
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K58
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K59
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K60
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K61
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K62
"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",Other digestive diseases - Intestine,K63
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K66
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K82
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K83
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K85
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K86
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K87
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K80
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K90
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K91
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K92
"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",Other digestive diseases,K93
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K70
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K71
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K72
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K73
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K74
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K75
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K76
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,K77
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,F10
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,X45
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,Y15
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,Y90
"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Lliver and alcohol related diseases,Y91
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L10
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L11
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L12
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L13
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L14
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L40
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L41
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L42
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L43
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L44
"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",Skin diseases - Bullous & Papulosquamous,L45
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L20
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L21
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L22
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L23
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L24
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L25
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L26
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L27
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L28
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L29
"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",Skin diseases - Dermatitis,L30
"L50,L51,L52,L53,L54",Skin diseases - Urticaria,L50
"L50,L51,L52,L53,L54",Skin diseases - Urticaria,L51
"L50,L51,L52,L53,L54",Skin diseases - Urticaria,L52
"L50,L51,L52,L53,L54",Skin diseases - Urticaria,L53
"L50,L51,L52,L53,L54",Skin diseases - Urticaria,L54
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L55
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L56
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L57
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L58
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L59
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L60
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L62
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L64
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L66
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L68
"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",Skin diseases - Skin and subcutaneous tissue,L70
