cghr10_age,cghr10_title,icd10_code,icd10_range
adult,Road and transport injuries,V23,V01-V99
adult,Road and transport injuries,V24,V01-V99
adult,Road and transport injuries,V25,V01-V99
adult,Road and transport injuries,V26,V01-V99
adult,Road and transport injuries,V27,V01-V99
adult,Road and transport injuries,V28,V01-V99
adult,Road and transport injuries,V29,V01-V99
adult,Road and transport injuries,V30,V01-V99
adult,Road and transport injuries,V31,V01-V99
adult,Road and transport injuries,V32,V01-V99
adult,Road and transport injuries,V33,V01-V99
adult,Road and transport injuries,V34,V01-V99
adult,Road and transport injuries,V35,V01-V99
adult,Road and transport injuries,V36,V01-V99
adult,Road and transport injuries,V37,V01-V99
adult,Road and transport injuries,V38,V01-V99
adult,Road and transport injuries,V39,V01-V99
adult,Road and transport injuries,V40,V01-V99
adult,Road and transport injuries,V41,V01-V99
adult,Road and transport injuries,V42,V01-V99
adult,Road and transport injuries,V43,V01-V99
adult,Road and transport injuries,V44,V01-V99
adult,Road and transport injuries,V45,V01-V99
adult,Road and transport injuries,V46,V01-V99
adult,Road and transport injuries,V47,V01-V99
adult,Road and transport injuries,V48,V01-V99
adult,Road and transport injuries,V49,V01-V99
adult,Road and transport injuries,V50,V01-V99
adult,Road and transport injuries,V51,V01-V99
adult,Road and transport injuries,V52,V01-V99
adult,Road and transport injuries,V53,V01-V99
adult,Road and transport injuries,V54,V01-V99
adult,Road and transport injuries,V55,V01-V99
adult,Road and transport injuries,V56,V01-V99
adult,Road and transport injuries,V57,V01-V99
adult,Road and transport injuries,V58,V01-V99
adult,Road and transport injuries,V59,V01-V99
adult,Road and transport injuries,V60,V01-V99
adult,Road and transport injuries,V61,V01-V99
adult,Road and transport injuries,V62,V01-V99
adult,Road and transport injuries,V63,V01-V99
adult,Road and transport injuries,V64,V01-V99
adult,Road and transport injuries,V65,V01-V99
adult,Road and transport injuries,V66,V01-V99
adult,Road and transport injuries,V67,V01-V99
adult,Road and transport injuries,V68,V01-V99
adult,Road and transport injuries,V69,V01-V99
adult,Road and transport injuries,V70,V01-V99
adult,Road and transport injuries,V71,V01-V99
adult,Road and transport injuries,V72,V01-V99
adult,Road and transport injuries,V73,V01-V99
adult,Road and transport injuries,V74,V01-V99
adult,Road and transport injuries,V75,V01-V99
adult,Road and transport injuries,V76,V01-V99
adult,Road and transport injuries,V77,V01-V99
adult,Road and transport injuries,V78,V01-V99
adult,Road and transport injuries,V79,V01-V99
adult,Road and transport injuries,V80,V01-V99
adult,Road and transport injuries,V81,V01-V99
adult,Road and transport injuries,V82,V01-V99
adult,Road and transport injuries,V83,V01-V99
adult,Road and transport injuries,V84,V01-V99
adult,Road and transport injuries,V85,V01-V99
adult,Road and transport injuries,V86,V01-V99
adult,Road and transport injuries,V87,V01-V99
adult,Road and transport injuries,V88,V01-V99
adult,Road and transport injuries,V89,V01-V99
adult,Road and transport injuries,V90,V01-V99
adult,Road and transport injuries,V91,V01-V99
adult,Road and transport injuries,V92,V01-V99
adult,Road and transport injuries,V93,V01-V99
adult,Road and transport injuries,V94,V01-V99
adult,Road and transport injuries,V95,V01-V99
adult,Road and transport injuries,V96,V01-V99
adult,Road and transport injuries,V97,V01-V99
adult,Road and transport injuries,V98,V01-V99
adult,Road and transport injuries,V99,V01-V99
adult,Other injuries,W00,W00-W99
adult,Other injuries,W01,W00-W99
adult,Other injuries,W02,W00-W99
adult,Other injuries,W03,W00-W99
adult,Other injuries,W04,W00-W99
adult,Other injuries,W05,W00-W99
adult,Other injuries,W06,W00-W99
adult,Other injuries,W07,W00-W99
adult,Other injuries,W08,W00-W99
adult,Other injuries,W09,W00-W99
adult,Other injuries,W10,W00-W99
adult,Other injuries,W11,W00-W99
adult,Other injuries,W12,W00-W99
adult,Other injuries,W13,W00-W99
adult,Other injuries,W14,W00-W99
adult,Other injuries,W15,W00-W99
adult,Other injuries,W16,W00-W99
adult,Other injuries,W17,W00-W99
adult,Other injuries,W18,W00-W99
adult,Other injuries,W19,W00-W99
adult,Other injuries,W20,W00-W99
adult,Other injuries,W21,W00-W99
adult,Other injuries,W22,W00-W99
adult,Other injuries,W23,W00-W99
adult,Other injuries,W24,W00-W99
adult,Other injuries,W25,W00-W99
adult,Other injuries,W26,W00-W99
adult,Other injuries,W27,W00-W99
adult,Other injuries,W28,W00-W99
adult,Other injuries,W29,W00-W99
adult,Other injuries,W30,W00-W99
adult,Other injuries,W31,W00-W99
adult,Other injuries,W32,W00-W99
adult,Other injuries,W33,W00-W99
adult,Other injuries,W34,W00-W99
adult,Other injuries,W35,W00-W99
adult,Other injuries,W36,W00-W99
adult,Other injuries,W37,W00-W99
adult,Other injuries,W38,W00-W99
adult,Other injuries,W39,W00-W99
adult,Other injuries,W40,W00-W99
adult,Other injuries,W41,W00-W99
adult,Other injuries,W42,W00-W99
adult,Other injuries,W43,W00-W99
adult,Other injuries,W44,W00-W99
adult,Other injuries,W45,W00-W99
adult,Other injuries,W46,W00-W99
adult,Other injuries,W47,W00-W99
adult,Other injuries,W48,W00-W99
adult,Other injuries,W49,W00-W99
adult,Other injuries,W50,W00-W99
adult,Other injuries,W51,W00-W99
adult,Other injuries,W52,W00-W99
adult,Other injuries,W53,W00-W99
adult,Other injuries,W54,W00-W99
adult,Other injuries,W55,W00-W99
adult,Other injuries,W56,W00-W99
adult,Other injuries,W57,W00-W99
adult,Other injuries,W58,W00-W99
adult,Other injuries,W59,W00-W99
adult,Other injuries,W60,W00-W99
adult,Other injuries,W61,W00-W99
adult,Other injuries,W62,W00-W99
adult,Other injuries,W63,W00-W99
adult,Other injuries,W64,W00-W99
adult,Other injuries,W65,W00-W99
adult,Other injuries,W66,W00-W99
adult,Other injuries,W67,W00-W99
adult,Other injuries,W68,W00-W99
adult,Other injuries,W69,W00-W99
adult,Other injuries,W70,W00-W99
adult,Other injuries,W71,W00-W99
adult,Other injuries,W72,W00-W99
adult,Other injuries,W73,W00-W99
adult,Other injuries,W74,W00-W99
adult,Other injuries,W75,W00-W99
adult,Other injuries,W76,W00-W99
adult,Other injuries,W77,W00-W99
adult,Other injuries,W78,W00-W99
adult,Other injuries,W79,W00-W99
adult,Other injuries,W80,W00-W99
adult,Other injuries,W81,W00-W99
adult,Other injuries,W82,W00-W99
adult,Other injuries,W83,W00-W99
adult,Other injuries,W84,W00-W99
adult,Other injuries,W85,W00-W99
adult,Other injuries,W86,W00-W99
adult,Other injuries,W87,W00-W99
adult,Other injuries,W88,W00-W99
adult,Other injuries,W89,W00-W99
adult,Other injuries,W90,W00-W99
adult,Other injuries,W91,W00-W99
adult,Other injuries,W92,W00-W99
adult,Other injuries,W93,W00-W99
adult,Other injuries,W94,W00-W99
adult,Other injuries,W95,W00-W99
adult,Other injuries,W96,W00-W99
adult,Other injuries,W97,W00-W99
adult,Other injuries,W98,W00-W99
adult,Other injuries,W99,W00-W99
adult,Other injuries,X00,X00-X44
adult,Other injuries,X01,X00-X44
adult,Other injuries,X02,X00-X44
adult,Other injuries,X03,X00-X44
adult,Other injuries,X04,X00-X44
adult,Other injuries,X05,X00-X44
adult,Other injuries,X06,X00-X44
adult,Other injuries,X07,X00-X44
adult,Other injuries,X08,X00-X44
adult,Other injuries,X09,X00-X44
adult,Other injuries,X10,X00-X44
adult,Other injuries,X11,X00-X44
adult,Other injuries,X12,X00-X44
adult,Other injuries,X13,X00-X44
adult,Other injuries,X14,X00-X44
adult,Other injuries,X15,X00-X44
adult,Other injuries,X16,X00-X44
adult,Other injuries,X17,X00-X44
adult,Other injuries,X18,X00-X44
adult,Other injuries,X19,X00-X44
adult,Other injuries,X20,X00-X44
adult,Other injuries,X21,X00-X44
adult,Other injuries,X22,X00-X44
adult,Other injuries,X23,X00-X44
adult,Other injuries,X24,X00-X44
adult,Other injuries,X25,X00-X44
adult,Other injuries,X26,X00-X44
adult,Other injuries,X27,X00-X44
adult,Other injuries,X28,X00-X44
adult,Other injuries,X29,X00-X44
adult,Other injuries,X30,X00-X44
adult,Other injuries,X31,X00-X44
adult,Other injuries,X32,X00-X44
adult,Other injuries,X33,X00-X44
adult,Other injuries,X34,X00-X44
adult,Other injuries,X35,X00-X44
adult,Other injuries,X36,X00-X44
adult,Other injuries,X37,X00-X44
adult,Other injuries,X38,X00-X44
adult,Other injuries,X39,X00-X44
adult,Other injuries,X40,X00-X44
adult,Other injuries,X41,X00-X44
adult,Other injuries,X42,X00-X44
adult,Other injuries,X43,X00-X44
adult,Other injuries,X44,X00-X44
adult,Liver and alcohol related diseases,X45,X45
adult,Other injuries,X46,X46-X52
adult,Other injuries,X47,X46-X52
adult,Other injuries,X48,X46-X52
adult,Other injuries,X49,X46-X52
adult,Other injuries,X50,X46-X52
adult,Other injuries,X51,X46-X52
adult,Other injuries,X52,X46-X52
adult,Nutritional deficiencies,X53,X53-X54
adult,Nutritional deficiencies,X54,X53-X54
adult,Other injuries,X55,X55-X59
adult,Other injuries,X56,X55-X59
adult,Other injuries,X57,X55-X59
adult,Other injuries,X58,X55-X59
adult,Other injuries,X59,X55-X59
adult,Suicide,X60,X60-X84
adult,Suicide,X61,X60-X84
adult,Suicide,X62,X60-X84
adult,Suicide,X63,X60-X84
adult,Suicide,X64,X60-X84
adult,Suicide,X65,X60-X84
adult,Suicide,X66,X60-X84
adult,Suicide,X67,X60-X84
adult,Suicide,X68,X60-X84
adult,Suicide,X69,X60-X84
adult,Suicide,X70,X60-X84
adult,Suicide,X71,X60-X84
adult,Suicide,X72,X60-X84
adult,Suicide,X73,X60-X84
adult,Suicide,X74,X60-X84
adult,Suicide,X75,X60-X84
adult,Suicide,X76,X60-X84
adult,Suicide,X77,X60-X84
adult,Suicide,X78,X60-X84
adult,Suicide,X79,X60-X84
adult,Suicide,X80,X60-X84
adult,Suicide,X81,X60-X84
adult,Suicide,X82,X60-X84
adult,Suicide,X83,X60-X84
adult,Suicide,X84,X60-X84
adult,Other injuries,X85,X85-X99
adult,Other injuries,X86,X85-X99
adult,Other injuries,X87,X85-X99
adult,Other injuries,X88,X85-X99
adult,Other injuries,X89,X85-X99
adult,Other injuries,X90,X85-X99
adult,Other injuries,X91,X85-X99
adult,Other injuries,X92,X85-X99
adult,Other injuries,X93,X85-X99
adult,Other injuries,X94,X85-X99
adult,Other injuries,X95,X85-X99
adult,Other injuries,X96,X85-X99
adult,Other injuries,X97,X85-X99
adult,Other injuries,X98,X85-X99
adult,Other injuries,X99,X85-X99
adult,Other injuries,Y00,Y00-Y14
adult,Other injuries,Y01,Y00-Y14
adult,Other injuries,Y02,Y00-Y14
adult,Other injuries,Y03,Y00-Y14
adult,Other injuries,Y04,Y00-Y14
adult,Other injuries,Y05,Y00-Y14
adult,Other injuries,Y06,Y00-Y14
adult,Other injuries,Y07,Y00-Y14
adult,Other injuries,Y08,Y00-Y14
adult,Other injuries,Y09,Y00-Y14
adult,Other injuries,Y10,Y00-Y14
adult,Other injuries,Y11,Y00-Y14
adult,Other injuries,Y12,Y00-Y14
adult,Other injuries,Y13,Y00-Y14
adult,Other injuries,Y14,Y00-Y14
adult,Liver and alcohol related diseases,Y15,Y15
adult,Other injuries,Y16,Y16-Y84
adult,Other injuries,Y17,Y16-Y84
adult,Other injuries,Y18,Y16-Y84
adult,Other injuries,Y19,Y16-Y84
adult,Other injuries,Y20,Y16-Y84
adult,Other injuries,Y21,Y16-Y84
adult,Other injuries,Y22,Y16-Y84
adult,Other injuries,Y23,Y16-Y84
adult,Other injuries,Y24,Y16-Y84
adult,Other injuries,Y25,Y16-Y84
adult,Other injuries,Y26,Y16-Y84
adult,Other injuries,Y27,Y16-Y84
adult,Other injuries,Y28,Y16-Y84
adult,Other injuries,Y29,Y16-Y84
adult,Other injuries,Y30,Y16-Y84
adult,Other injuries,Y31,Y16-Y84
adult,Other injuries,Y32,Y16-Y84
adult,Other injuries,Y33,Y16-Y84
adult,Other injuries,Y34,Y16-Y84
adult,Other injuries,Y35,Y16-Y84
adult,Other injuries,Y36,Y16-Y84
adult,Other injuries,Y37,Y16-Y84
adult,Other injuries,Y38,Y16-Y84
adult,Other injuries,Y39,Y16-Y84
adult,Other injuries,Y40,Y16-Y84
adult,Other injuries,Y41,Y16-Y84
adult,Other injuries,Y42,Y16-Y84
adult,Other injuries,Y43,Y16-Y84
adult,Other injuries,Y44,Y16-Y84
adult,Other injuries,Y45,Y16-Y84
adult,Other injuries,Y46,Y16-Y84
adult,Other injuries,Y47,Y16-Y84
adult,Other injuries,Y48,Y16-Y84
adult,Other injuries,Y49,Y16-Y84
adult,Other injuries,Y50,Y16-Y84
adult,Other injuries,Y51,Y16-Y84
adult,Other injuries,Y52,Y16-Y84
adult,Other injuries,Y53,Y16-Y84
adult,Other injuries,Y54,Y16-Y84
adult,Other injuries,Y55,Y16-Y84
adult,Other injuries,Y56,Y16-Y84
adult,Other injuries,Y57,Y16-Y84
adult,Other injuries,Y58,Y16-Y84
adult,Other injuries,Y59,Y16-Y84
adult,Other injuries,Y60,Y16-Y84
adult,Other injuries,Y61,Y16-Y84
adult,Other injuries,Y62,Y16-Y84
adult,Other injuries,Y63,Y16-Y84
adult,Other injuries,Y64,Y16-Y84
adult,Other injuries,Y65,Y16-Y84
adult,Other injuries,Y66,Y16-Y84
adult,Other injuries,Y67,Y16-Y84
adult,Other injuries,Y68,Y16-Y84
adult,Other injuries,Y69,Y16-Y84
adult,Other injuries,Y70,Y16-Y84
adult,Other injuries,Y71,Y16-Y84
adult,Other injuries,Y72,Y16-Y84
adult,Other injuries,Y73,Y16-Y84
adult,Other injuries,Y74,Y16-Y84
adult,Other injuries,Y75,Y16-Y84
adult,Other injuries,Y76,Y16-Y84
adult,Other injuries,Y77,Y16-Y84
adult,Other injuries,Y78,Y16-Y84
adult,Other injuries,Y79,Y16-Y84
adult,Other injuries,Y80,Y16-Y84
adult,Other injuries,Y81,Y16-Y84
adult,Other injuries,Y82,Y16-Y84
adult,Other injuries,Y83,Y16-Y84
adult,Other injuries,Y84,Y16-Y84
adult,Road and transport injuries,Y85,Y85
adult,Other injuries,Y86,Y86-Y89
adult,Other injuries,Y87,Y86-Y89
adult,Other injuries,Y88,Y86-Y89
adult,Other injuries,Y89,Y86-Y89
adult,Liver and alcohol related diseases,Y90,Y90-Y91
adult,Liver and alcohol related diseases,Y91,Y90-Y91
adult,Other injuries,Y92,Y92-Y98
adult,Other injuries,Y93,Y92-Y98
adult,Other injuries,Y94,Y92-Y98
adult,Other injuries,Y95,Y92-Y98
adult,Other injuries,Y96,Y92-Y98
adult,Other injuries,Y97,Y92-Y98
adult,Other injuries,Y98,Y92-Y98
adult,Unspecified infections,ZZ21,ZZ21
adult,Other cardiovascular diseases,ZZ23,ZZ23
adult,Other noncommunicable diseases,ZZ25,ZZ25
adult,Other injuries,ZZ27,ZZ27
child,Diarrhoeal diseases,A00,A00-A09
child,Diarrhoeal diseases,A01,A00-A09
child,Diarrhoeal diseases,A02,A00-A09
child,Diarrhoeal diseases,A03,A00-A09
child,Diarrhoeal diseases,A04,A00-A09
child,Diarrhoeal diseases,A05,A00-A09
child,Diarrhoeal diseases,A06,A00-A09
child,Diarrhoeal diseases,A07,A00-A09
child,Diarrhoeal diseases,A08,A00-A09
child,Diarrhoeal diseases,A09,A00-A09
child,Other infections,A15,A15-A28
child,Other infections,A16,A15-A28
child,Other infections,A17,A15-A28
child,Other infections,A18,A15-A28
child,Other infections,A19,A15-A28
child,Other infections,A20,A15-A28
child,Other infections,A21,A15-A28
child,Other infections,A22,A15-A28
child,Other infections,A23,A15-A28
child,Other infections,A24,A15-A28
child,Other infections,A25,A15-A28
child,Other infections,A26,A15-A28
child,Other infections,A27,A15-A28
child,Other infections,A28,A15-A28
child,Other infections,A30,A30-A36
child,Other infections,A31,A30-A36
child,Other infections,A32,A30-A36
child,Other infections,A33,A30-A36
child,Other infections,A34,A30-A36
child,Other infections,A35,A30-A36
child,Other infections,A36,A30-A36
child,Pneumonia,A37,A37
child,Other infections,A38,A38-A44
child,Other infections,A39,A38-A44
child,Other infections,A40,A38-A44
child,Other infections,A41,A38-A44
child,Other infections,A42,A38-A44
child,Other infections,A43,A38-A44
child,Other infections,A44,A38-A44
child,Other infections,A46,A46
child,Other infections,A48,A48-A71
child,Other infections,A49,A48-A71
child,Other infections,A50,A48-A71
child,Other infections,A51,A48-A71
child,Other infections,A52,A48-A71
child,Other infections,A53,A48-A71
child,Other infections,A54,A48-A71
child,Other infections,A55,A48-A71
child,Other infections,A56,A48-A71
child,Other infections,A57,A48-A71
child,Other infections,A58,A48-A71
child,Other infections,A59,A48-A71
child,Other infections,A60,A48-A71
child,Other infections,A61,A48-A71
child,Other infections,A62,A48-A71
child,Other infections,A63,A48-A71
child,Other infections,A64,A48-A71
child,Other infections,A65,A48-A71
child,Other infections,A66,A48-A71
child,Other infections,A67,A48-A71
child,Other infections,A68,A48-A71
child,Other infections,A69,A48-A71
child,Other infections,A70,A48-A71
child,Other infections,A71,A48-A71
child,Other infections,A74,A74-A75
child,Other infections,A75,A74-A75
child,Other infections,A77,A77-A99
child,Other infections,A78,A77-A99
child,Other infections,A79,A77-A99
child,Other infections,A80,A77-A99
child,Other infections,A81,A77-A99
child,Other infections,A82,A77-A99
child,Other infections,A83,A77-A99
child,Other infections,A84,A77-A99
child,Other infections,A85,A77-A99
child,Other infections,A86,A77-A99
child,Other infections,A87,A77-A99
child,Other infections,A88,A77-A99
child,Other infections,A89,A77-A99
child,Other infections,A90,A77-A99
child,Other infections,A91,A77-A99
child,Other infections,A92,A77-A99
child,Other infections,A93,A77-A99
child,Other infections,A94,A77-A99
child,Other infections,A95,A77-A99
child,Other infections,A96,A77-A99
child,Other infections,A97,A77-A99
child,Other infections,A98,A77-A99
child,Other infections,A99,A77-A99
child,Other infections,B00,B00-B09
child,Other infections,B01,B00-B09
child,Other infections,B02,B00-B09
child,Other infections,B03,B00-B09
child,Other infections,B04,B00-B09
child,Other infections,B05,B00-B09
child,Other infections,B06,B00-B09
child,Other infections,B07,B00-B09
child,Other infections,B08,B00-B09
child,Other infections,B09,B00-B09
child,Other infections,B15,B15-B27
child,Other infections,B16,B15-B27
child,Other infections,B17,B15-B27
child,Other infections,B18,B15-B27
child,Other infections,B19,B15-B27
child,Other infections,B20,B15-B27
child,Other infections,B21,B15-B27
child,Other infections,B22,B15-B27
child,Other infections,B23,B15-B27
child,Other infections,B24,B15-B27
child,Other infections,B25,B15-B27
child,Other infections,B26,B15-B27
child,Other infections,B27,B15-B27
child,Other infections,B30,B30
child,Other infections,B33,B33-B49
child,Other infections,B34,B33-B49
child,Other infections,B35,B33-B49
child,Other infections,B36,B33-B49
child,Other infections,B37,B33-B49
child,Other infections,B38,B33-B49
child,Other infections,B39,B33-B49
child,Other infections,B40,B33-B49
child,Other infections,B41,B33-B49
child,Other infections,B42,B33-B49
child,Other infections,B43,B33-B49
child,Other infections,B44,B33-B49
child,Other infections,B45,B33-B49
child,Other infections,B46,B33-B49
child,Other infections,B47,B33-B49
child,Other infections,B48,B33-B49
child,Other infections,B49,B33-B49
child,Malaria,B50,B50-B54
child,Malaria,B51,B50-B54
child,Malaria,B52,B50-B54
child,Malaria,B53,B50-B54
child,Malaria,B54,B50-B54
child,Other infections,B55,B55-B60
child,Other infections,B56,B55-B60
child,Other infections,B57,B55-B60
child,Other infections,B58,B55-B60
