cmea_title,icd10_range,icd10_code
Lung dieseases due to external agents,"J60,J61,J62,J64,J66,J67,J68,J69,J70",J70
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K00
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K01
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K03
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K06
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K07
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K08
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K09
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K10
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K11
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K12
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K13
Oral conditions,"K00,K01,K03,K06,K07,K08,K09,K10,K11,K12,K13,K14",K14
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K20
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K21
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K22
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K23
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K25
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K26
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K27
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K28
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K29
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K30
Gastro-esophageal,"K20,K21,K22,K23,K25,K26,K27,K28,K29,K30,K31",K31
Other digestive diseases - Appnedix,"K35,K36,K37,K38",K35
Other digestive diseases - Appnedix,"K35,K36,K37,K38",K36
Other digestive diseases - Appnedix,"K35,K36,K37,K38",K37
Other digestive diseases - Appnedix,"K35,K36,K37,K38",K38
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K40
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K41
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K42
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K43
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K44
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K45
Other digestive diseases - Hernia,"K40,K41,K42,K43,K44,K45,K46",K46
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K50
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K51
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K52
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K55
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K56
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K57
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K58
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K59
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K60
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K61
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K62
Other digestive diseases - Intestine,"K50,K51,K52,K55,K56,K57,K58,K59,K60,K61,K62,K63",K63
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K66
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K82
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K83
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K85
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K86
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K87
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K80
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K90
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K91
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K92
Other digestive diseases,"K66,K82,K83,K85,K86,K87,K80,K90,K91,K92,K93",K93
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K70
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K71
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K72
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K73
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K74
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K75
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K76
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",K77
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",F10
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",X45
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Y15
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Y90
Lliver and alcohol related diseases,"K70,K71,K72,K73,K74,K75,K76,K77,F10,X45,Y15,Y90,Y91",Y91
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L10
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L11
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L12
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L13
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L14
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L40
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L41
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L42
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L43
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L44
Skin diseases - Bullous & Papulosquamous,"L10,L11,L12,L13,L14,L40,L41,L42,L43,L44,L45",L45
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L20
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L21
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L22
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L23
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L24
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L25
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L26
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L27
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L28
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L29
Skin diseases - Dermatitis,"L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30",L30
Skin diseases - Urticaria,"L50,L51,L52,L53,L54",L50
Skin diseases - Urticaria,"L50,L51,L52,L53,L54",L51
Skin diseases - Urticaria,"L50,L51,L52,L53,L54",L52
Skin diseases - Urticaria,"L50,L51,L52,L53,L54",L53
Skin diseases - Urticaria,"L50,L51,L52,L53,L54",L54
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L55
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L56
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L57
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L58
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L59
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L60
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L62
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L64
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L66
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L68
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L70
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L72
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L74
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L75
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L80
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L81
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L82
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L83
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L84
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L85
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L86
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L87
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L88
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L89
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L90
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L91
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L92
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L93
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L94
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L95
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L97
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L98
Skin diseases - Skin and subcutaneous tissue,"L55,L56,L57,L58,L59,L60,L62,L64,L66,L68,L70,L72,L74,L75,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L97,L98,L99",L99
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M00
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M01
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M02
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M03
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M05
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M06
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M07
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M08
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M09
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M10
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M11
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M12
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M13
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M14
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M15
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M16
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M17
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M18
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M19
Musculoskeletal disorders,"M00,M01,M02,M03,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M30,M31,M32,M33,M34,M35,M36,M40,M41,M42,M43,M45,M46,M47,M48,M49,M50,M51,M53,M54,M60,M61,M62,M63,M65,M66,M67,M68,M70,M71,M72,M73,M75,M76,M77,M79,M80,M81,M82,M83,M84,M85,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M99",M20
