wbd10_age,wbd10_kind,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range,icd10_code
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F59
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F60
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F61
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F62
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F63
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F64
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F65
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F66
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F67
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F68
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F69
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F70
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F71
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F72
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F73
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F74
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F75
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F76
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F77
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F78
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F79
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F80
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F81
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F82
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F83
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F84
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F85
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F86
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F87
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F88
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F89
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F90
child,codex,3,2,2A,2A01,Noncommunicable diseases,Other noncommunicable diseases,Other noncommunicable diseases,"C00-C97,D01-D48,D55-D89,E03-E35,E65-E90,F00-F99,G10-G99,H00-H06,H11-H59,H61-H62,H69,H72-H95,I00-I28,I31,I34-I38,I42-I99,J30,J31,J33-J35,J37-J47,J60,J64,J66-J70,J80-J82,J84,J90-J99,K00-K01,K03,K06-K60,K62-K63,K70-K80,K82-K93,L05,L10-L99,M02-M54,M61-M85,M87-M99,N00-N08,N11-N29,N31-N33,N35-N40,N42-N48,N50-N51,N60,N62-N64,N75-N99,P04,P08,P51,P53-P60,P70-P72,P74-P76,P78,P80-P83,P92-P94,R00,R01,R03-R05,R06,R11-R23,R26,R27,R29-R49,R55-R56,R59,R63,R70-R74,R76-R77,R80-R82,R84-R87,R90-R91",F91
